#rownames.xcenter.	Chromosome	Pos.Start	Pos.End
23*27479033.5*chrX:027479004-027479063	23	27479004	27479063
23*27589527.5*MAGEB10	23	27589498	27589557
23*27600414.5*MAGEB10	23	27600385	27600444
23*27909234.5*chrX:027909205-027909264	23	27909205	27909264
23*28206219.5*chrX:028206190-028206249	23	28206190	28206249
23*28318238.5*chrX:028318209-028318268	23	28318209	28318268
23*28567154*IL1RAPL1	23	28567125	28567183
23*28822839.5*IL1RAPL1	23	28822810	28822869
23*29060792.5*IL1RAPL1	23	29060763	29060822
23*29420534.5*IL1RAPL1	23	29420505	29420564
23*29733159.5*IL1RAPL1	23	29733130	29733189
23*29828360.5*chrX:029828331-029828390	23	29828331	29828390
23*29921872.5*chrX:029921843-029921902	23	29921843	29921902
23*29996880.5*MAGEB2	23	29996858	29996903
23*30014194.5*MAGEB3	23	30014165	30014224
23*30020023*MAGEB4	23	30019998	30020048
23*30024063.5*MAGEB1	23	30024034	30024093
23*30083499.5*NR0B1	23	30083470	30083529
23*30204115.5*chrX:030204086-030204145	23	30204086	30204145
23*30337219.5*CXorf21	23	30337190	30337249
23*30468897.5*GK	23	30468868	30468927
23*30478610.5*GK	23	30478582	30478639
23*30587903.5*chrX:030587874-030587933	23	30587874	30587933
23*30608607.5*TAB3	23	30608578	30608637
23*30632757.5*TAB3	23	30632728	30632787
23*30637431.5*TAB3	23	30637402	30637461
23*30774661.5*chrX:030774632-030774691	23	30774632	30774691
23*30849025.5*chrX:030848996-030849055	23	30848996	30849055
23*30849085.5*FTHL17	23	30849056	30849115
23*30899622.5*DMD	23	30899593	30899652
23*30956089.5*DMD	23	30956060	30956119
23*31019386.5*DMD	23	31019357	31019416
23*31093094.5*DMD	23	31093065	31093124
23*31222402*DMD	23	31222379	31222425
23*31286053*DMD	23	31286029	31286077
23*31435791.5*DMD	23	31435762	31435821
23*31653030.5*DMD	23	31653001	31653060
23*31774150.5*DMD	23	31774121	31774180
23*31846618.5*DMD	23	31846589	31846648
23*31949847.5*DMD	23	31949818	31949877
23*31994713.5*DMD	23	31994684	31994743
23*32048639.5*DMD	23	32048610	32048669
23*32087951.5*DMD	23	32087922	32087981
23*32142955*DMD	23	32142927	32142983
23*32226648.5*DMD	23	32226619	32226678
23*32232344*DMD	23	32232316	32232372
23*32373532.5*DMD	23	32373503	32373562
23*32422874*DMD	23	32422848	32422900
23*32477055.5*DMD	23	32477026	32477085
23*32539558.5*DMD	23	32539529	32539588
23*32594376.5*DMD	23	32594347	32594406
23*32797938.5*DMD	23	32797909	32797968
23*32989139.5*DMD	23	32989110	32989169
23*32989225.5*DMD	23	32989196	32989255
23*33224922.5*chrX:033224893-033224952	23	33224893	33224952
23*33364224.5*chrX:033364195-033364254	23	33364195	33364254
23*33478444.5*chrX:033478415-033478474	23	33478415	33478474
23*33812408.5*chrX:033812379-033812438	23	33812379	33812438
23*33898209.5*chrX:033898180-033898239	23	33898180	33898239
23*33908228*FAM47A	23	33908202	33908254
23*33919010.5*chrX:033918981-033919040	23	33918981	33919040
23*34241434.5*chrX:034241405-034241464	23	34241405	34241464
23*34383487.5*chrX:034383458-034383517	23	34383458	34383517
23*34404945.5*TM4SF10	23	34404916	34404975
23*34428546.5*TM4SF10	23	34428517	34428576
23*34548467.5*chrX:034548438-034548497	23	34548438	34548497
23*34658325.5*chrX:034658296-034658355	23	34658296	34658355
23*34835041.5*chrX:034835012-034835071	23	34835012	34835071
23*34926276.5*chrX:034926247-034926306	23	34926247	34926306
23*35245150.5*chrX:035245121-035245180	23	35245121	35245180
23*35440552.5*chrX:035440523-035440582	23	35440523	35440582
23*35543588.5*LOC139604	23	35543559	35543618
23*35657164.5*chrX:035657135-035657194	23	35657135	35657194
23*35703878.5*CXorf22	23	35703849	35703908
23*35744359.5*CXorf22	23	35744330	35744389
23*35767265.5*CXorf22	23	35767236	35767295
23*35876573.5*FLJ36601	23	35876544	35876603
23*35903479.5*FLJ36601	23	35903450	35903509
23*35915766.5*FLJ36601	23	35915737	35915796
23*36030307.5*LOC158730	23	36030278	36030337
23*36126985.5*LOC158730	23	36126956	36127015
23*36264694.5*chrX:036264665-036264724	23	36264665	36264724
23*36486945.5*chrX:036486916-036486975	23	36486916	36486975
23*36963561.5*chrX:036963532-036963591	23	36963532	36963591
23*36979650.5*PRRG1	23	36979621	36979680
23*37025129.5*PRRG1	23	37025100	37025159
23*37071985.5*PRRG1	23	37071956	37072015
23*37115136.5*LOC389844	23	37115107	37115166
23*37252691.5*LANCL3	23	37252662	37252721
23*37327631.5*XK	23	37327602	37327661
23*37397647.5*CYBB	23	37397618	37397677
23*37455199.5*TCTE1L	23	37455170	37455229
23*37543496.5*THC2092936	23	37543467	37543526
23*37606341*CXorf27	23	37606312	37606370
23*37669714.5*SYTL5	23	37669687	37669742
23*37709767.5*SYTL5	23	37709738	37709797
23*37753139.5*chrX:037753110-037753169	23	37753110	37753169
23*37793810*SRPX	23	37793782	37793838
23*37831125.5*SRPX	23	37831096	37831155
23*37885197.5*RPGR	23	37885168	37885227
23*37938387.5*RPGR	23	37938358	37938417
23*37996823*OTC	23	37996794	37996852
23*38036561.5*OTC	23	38036532	38036591
23*38074109.5*chrX:038074080-038074139	23	38074080	38074139
23*38197569.5*TM4SF2	23	38197540	38197599
23*38247785.5*TM4SF2	23	38247756	38247815
23*38288315.5*TM4SF2	23	38288286	38288345
23*38304138.5*TM4SF2	23	38304109	38304168
23*38420441*MID1IP1	23	38420417	38420465
23*38463571.5*chrX:038463542-038463601	23	38463542	38463601
23*38629748.5*chrX:038629719-038629778	23	38629719	38629778
23*38732561.5*LOC389846	23	38732532	38732591
23*38925019.5*LOC286442	23	38924990	38925049
23*39128184.5*chrX:039128155-039128214	23	39128155	39128214
23*39230404.5*chrX:039230375-039230434	23	39230375	39230434
23*39332997.5*chrX:039332968-039333027	23	39332968	39333027
23*39529972.5*chrX:039529943-039530002	23	39529943	39530002
23*39669511.5*BCOR	23	39669483	39669540
23*39678039.5*BCOR	23	39678015	39678064
23*39725906.5*BCOR	23	39725877	39725936
23*39937123.5*chrX:039937094-039937153	23	39937094	39937153
23*40094991.5*chrX:040094962-040095021	23	40094962	40095021
23*40198345.5*ATP6AP2	23	40198316	40198375
23*40204593*ATP6AP2	23	40204564	40204622
23*40219556.5*ATP6AP2	23	40219527	40219586
23*40262593*CXorf38	23	40262566	40262620
23*40291009.5*CRSP2	23	40290980	40291039
23*40323806.5*CRSP2	23	40323777	40323836
23*40344273.5*CRSP2	23	40344244	40344303
23*40451512.5*MKRN4	23	40451483	40451542
23*40487261.5*THC2058243	23	40487232	40487291
23*40739104.5*USP9X	23	40739077	40739132
23*40778312*USP9X	23	40778286	40778338
23*40833883.5*USP9X	23	40833854	40833913
23*40845894.5*USP9X	23	40845865	40845924
23*40973393.5*DDX3X	23	40973366	40973421
23*41028025.5*chrX:041027996-041028055	23	41027996	41028055
23*41063215.5*NYX	23	41063190	41063241
23*41135816.5*CASK	23	41135787	41135846
23*41194029.5*CASK	23	41194002	41194057
23*41293689.5*CASK	23	41293660	41293719
23*41310044.5*CASK	23	41310015	41310074
23*41343265.5*CASK	23	41343236	41343295
23*41402747.5*CASK	23	41402718	41402777
23*41468658.5*CASK	23	41468629	41468688
23*41530557.5*CASK	23	41530528	41530587
23*41597524.5*chrX:041597495-041597554	23	41597495	41597554
23*41746132.5*chrX:041746103-041746162	23	41746103	41746162
23*41858958.5*chrX:041858929-041858988	23	41858929	41858988
23*42131923.5*BG679461	23	42131894	42131953
23*42356496.5*chrX:042356467-042356526	23	42356467	42356526
23*42392922.5*PPP1R2P9	23	42392893	42392952
23*42477739.5*chrX:042477710-042477769	23	42477710	42477769
23*42649054.5*chrX:042649025-042649084	23	42649025	42649084
23*42746503.5*chrX:042746474-042746533	23	42746474	42746533
23*43115783.5*chrX:043115754-043115813	23	43115754	43115813
23*43245519.5*LOC441491	23	43245490	43245549
23*43273102.5*MAOA	23	43273073	43273132
23*43327368.5*MAOA	23	43327340	43327397
23*43351905.5*MAOA	23	43351876	43351935
23*43382953.5*MAOB	23	43382924	43382983
23*43454486.5*MAOB	23	43454460	43454513
23*43490970.5*MAOB	23	43490941	43491000
23*43588910.5*NDP	23	43588884	43588937
23*43658160.5*chrX:043658131-043658190	23	43658131	43658190
23*43764139.5*EFHC2	23	43764110	43764169
23*43850864.5*EFHC2	23	43850835	43850894
23*43888235.5*EFHC2	23	43888206	43888265
23*43928125.5*EFHC2	23	43928096	43928155
23*43955224.5*EFHC2	23	43955195	43955254
23*44063566.5*chrX:044063537-044063596	23	44063537	44063596
23*44157598.5*FUNDC1	23	44157569	44157628
23*44390574.5*chrX:044390545-044390604	23	44390545	44390604
23*44460136*DUSP21	23	44460112	44460160
23*44503066.5*UTX	23	44503037	44503096
23*44577996.5*UTX	23	44577967	44578026
23*44678241.5*UTX	23	44678212	44678271
23*44727172.5*UTX	23	44727143	44727202
23*44764463*CXorf36	23	44764438	44764488
23*44794932.5*CXorf36	23	44794903	44794962
23*44816106.5*CXorf36	23	44816077	44816136
23*44934604.5*chrX:044934575-044934634	23	44934575	44934634
23*45121273.5*AK127697	23	45121244	45121303
23*45236185.5*BE878406	23	45236156	45236215
23*45528190.5*chrX:045528161-045528220	23	45528161	45528220
23*45736707.5*chrX:045736678-045736737	23	45736678	45736737
23*45936968.5*chrX:045936939-045936998	23	45936939	45936998
23*45942240.5*BC015977	23	45942211	45942270
23*46066124*FLJ20344	23	46066097	46066151
23*46075258.5*FLJ20344	23	46075229	46075288
23*46085757.5*FLJ20344	23	46085728	46085787
23*46163913.5*THC2169554	23	46163884	46163943
23*46199072.5*CHST7	23	46199043	46199102
23*46289102.5*SLC9A7	23	46289073	46289132
23*46343489.5*SLC9A7	23	46343460	46343519
23*46408529.5*chrX:046408500-046408559	23	46408500	46408559
23*46455419.5*RP2	23	46455390	46455449
23*46543140.5*PHF16	23	46543111	46543170
23*46640567*PHF16	23	46640538	46640596
23*46703719.5*RGN	23	46703690	46703749
23*46759179.5*NDUFB11	23	46759150	46759209
23*46760565.5*NDUFB11	23	46760538	46760593
23*46770483.5*RBM10	23	46770454	46770513
23*46821012.5*UBE1	23	46820986	46821039
23*46829024*UBE1	23	46828995	46829053
23*46836443.5*PCTK1	23	46836414	46836473
23*46839172.5*PCTK1	23	46839147	46839198
23*46843276.5*PCTK1	23	46843247	46843306
23*46851947.5*USP11	23	46851918	46851977
23*46877794.5*chrX:046877765-046877824	23	46877765	46877824
23*46986393*ZNF157	23	46986368	46986418
23*47017089*ZNF157	23	47017061	47017117
23*47028191.5*ZNF157	23	47028162	47028221
23*47065053.5*ZNF41	23	47065024	47065083
23*47100325.5*CXorf24	23	47100296	47100355
23*47185780*ARAF	23	47185751	47185809
23*47187549.5*ARAF	23	47187526	47187573
23*47201478*SYN1	23	47201456	47201500
23*47240632.5*PFC	23	47240603	47240662
23*47251374*ELK1	23	47251351	47251397
23*47252917*ELK1	23	47252894	47252940
23*47265339.5*ELK1	23	47265310	47265369
23*47270591.5*UXT	23	47270562	47270621
23*47390221.5*chrX:047390192-047390251	23	47390192	47390251
23*47483666.5*ZNF81	23	47483637	47483696
23*47599105.5*ZNF21	23	47599076	47599135
23*47716834.5*chrX:047716807-047716862	23	47716807	47716862
23*47808876.5*SSX5	23	47808847	47808906
23*47876579.5*SSX1	23	47876550	47876609
23*47896949.5*chrX:047896920-047896979	23	47896920	47896979
23*48073629.5*SLC38A5	23	48073607	48073652
23*48076752.5*SLC38A5	23	48076728	48076777
23*48078943.5*SLC38A5	23	48078914	48078973
23*48095698.5*FTSJ1	23	48095669	48095728
23*48125004.5*PORCN	23	48124975	48125034
23*48135414.5*PORCN	23	48135385	48135444
23*48141596.5*EBP	23	48141567	48141626
23*48190740.5*RBM3	23	48190714	48190767
23*48214726.5*WDR13	23	48214697	48214756
23*48216304*WDR13	23	48216279	48216329
23*48263617.5*chrX:048263588-048263647	23	48263588	48263647
23*48303169*WAS	23	48303143	48303195
23*48323070.5*SUV39H1	23	48323042	48323099
23*48404505.5*GATA1	23	48404480	48404531
23*48421384.5*HDAC6	23	48421355	48421414
23*48426085.5*HDAC6	23	48426056	48426115
23*48426860.5*HDAC6	23	48426831	48426890
23*48444655.5*ERAS	23	48444628	48444683
23*48448961.5*PCSK1N	23	48448932	48448991
23*48506984.5*chrX:048506958-048507011	23	48506958	48507011
23*48510708*TIMM17B	23	48510682	48510734
23*48513331.5*PQBP1	23	48513302	48513361
23*48516247*PQBP1	23	48516225	48516269
23*48517155.5*SLC35A2	23	48517126	48517185
23*48526711*chrX:048526682-048526740	23	48526682	48526740
23*48527557.5*PIM2	23	48527528	48527587
23*48531175*PIM2	23	48531149	48531201
23*48547427.5*DKFZp761A052	23	48547398	48547457
23*48579227.5*KCND1	23	48579203	48579252
23*48587473.5*GRIPAP1	23	48587444	48587503
23*48644356*TFE3	23	48644333	48644379
23*48673381*JM11	23	48673355	48673407
23*48685100*PRAF2	23	48685074	48685126
23*48692020*WDR45	23	48691994	48692046
23*48733714.5*GPKOW	23	48733685	48733744
23*48777231.5*AK096058	23	48777202	48777261
23*48780497.5*FLJ21687	23	48780471	48780524
23*48787348.5*PLP2	23	48787319	48787378
23*48791558.5*LMO6	23	48791533	48791584
23*48801171*SYP	23	48801149	48801193
23*48825363.5*CACNA1F	23	48825334	48825393
23*48850528.5*CXorf37	23	48850499	48850558
23*48877548*FOXP3	23	48877521	48877575
23*48890552.5*ENST00000055335	23	48890523	48890582
23*49074688.5*GAGE1	23	49074659	49074718
23*49161561.5*GAGEB1	23	49161534	49161589
23*49161984.5*GAGEB1	23	49161955	49162014
23*49298040.5*GAGEC1	23	49298011	49298070
23*49314827.5*chrX:049314798-049314857	23	49314798	49314857
23*49476503.5*CLCN5	23	49476474	49476533
23*49553726*CLCN5	23	49553699	49553753
23*49626075.5*chrX:049626046-049626105	23	49626046	49626105
23*49665252*AKAP4	23	49665223	49665281
23*49861093.5*CCNB3	23	49861064	49861123
23*49870947.5*CCNB3	23	49870918	49870977
23*49903522.5*CCNB3	23	49903493	49903552
23*49997700.5*AB183864	23	49997671	49997730
23*50165274.5*AX748273	23	50165245	50165304
23*50172655.5*KIAA1202	23	50172626	50172685
23*50211982*KIAA1202	23	50211954	50212010
23*50253203.5*KIAA1202	23	50253174	50253233
23*50346659.5*KIAA1202	23	50346630	50346689
23*50441332.5*LOC347376	23	50441303	50441362
23*50486842.5*chrX:050486813-050486872	23	50486813	50486872
23*50489603*BMP15	23	50489574	50489632
23*50659039.5*ENST00000341686	23	50659010	50659069
23*50808000.5*chrX:050807971-050808030	23	50807971	50808030
23*50912268*NUDT10	23	50912239	50912297
23*50971424.5*LOC441494	23	50971395	50971454
23*50984332*LOC340602	23	50984309	50984355
23*51066720.5*NUDT11	23	51066691	51066750
23*51179448.5*chrX:051179419-051179478	23	51179419	51179478
23*51321010.5*GSPT2	23	51320981	51321040
23*51321966.5*GSPT2	23	51321937	51321996
23*51456736.5*MAGED1	23	51456707	51456766
23*51472550.5*MAGED1	23	51472522	51472579
23*51475903.5*MAGED1	23	51475874	51475933
23*51550993.5*chrX:051550964-051551023	23	51550964	51551023
23*51655010.5*chrX:051654981-051655040	23	51654981	51655040
23*51745104.5*chrX:051745075-051745134	23	51745075	51745134
23*51745194.5*chrX:051745165-051745224	23	51745165	51745224
23*51901734.5*chrX:051901705-051901764	23	51901705	51901764
23*52576957.5*chrX:052576928-052576987	23	52576928	52576987
23*52724271.5*chrX:052724247-052724296	23	52724247	52724296
23*52776015.5*GAGED4	23	52775986	52776045
23*52788164.5*chrX:052788135-052788194	23	52788135	52788194
23*52844264.5*TMEM29	23	52844235	52844294
23*52964341.5*GPR173	23	52964312	52964371
23*52971007.5*GPR173	23	52970978	52971037
23*52997449*TSPYL2	23	52997421	52997477
23*53069674.5*THC2170407	23	53069645	53069704
23*53104658.5*SMCX	23	53104631	53104686
23*53123214.5*SMCX	23	53123185	53123244
23*53166760.5*IQSEC2	23	53166734	53166787
23*53208134.5*IQSEC2	23	53208105	53208164
23*53313771.5*SMC1L1	23	53313744	53313799
23*53336261.5*RIBC1	23	53336234	53336289
23*53340907*RIBC1	23	53340880	53340934
23*53342223.5*HADH2	23	53342200	53342247
23*53400544.5*chrX:053400515-053400574	23	53400515	53400574
23*53494190.5*UREB1	23	53494161	53494220
23*53549933.5*UREB1	23	53549904	53549963
23*53610745.5*chrX:053610716-053610775	23	53610716	53610775
23*53705092.5*chrX:053705063-053705122	23	53705063	53705122
23*53846143.5*chrX:053846114-053846173	23	53846114	53846173
23*53852660.5*PHF8	23	53852631	53852690
23*53872316*PHF8	23	53872287	53872345
23*53939664.5*PHF8	23	53939635	53939694
23*54106018.5*WNK3	23	54105989	54106048
23*54174099.5*WNK3	23	54174070	54174129
23*54267821.5*chrX:054267797-054267846	23	54267797	54267846
23*54352223.5*DT1P1A10	23	54352194	54352253
23*54354731.5*DT1P1A10	23	54354702	54354761
23*54366508.5*FGD1	23	54366479	54366538
23*54409561.5*chrX:054409532-054409591	23	54409532	54409591
23*54445085.5*GNL3L	23	54445056	54445115
23*54467893*GNL3L	23	54467866	54467920
23*54625595.5*chrX:054625566-054625625	23	54625566	54625625
23*54717634.5*MAGED2	23	54717606	54717663
23*54839685.5*TRO	23	54839663	54839708
23*54869292.5*PFKFB1	23	54869263	54869322
23*54917196.5*APEX2	23	54917167	54917226
23*54925041.5*ALAS2	23	54925013	54925070
23*55006570.5*chrX:055006541-055006600	23	55006541	55006600
23*55055510.5*CXorf44	23	55055481	55055540
23*55063234.5*CXorf44	23	55063205	55063264
23*55130842.5*PAGE-5	23	55130813	55130872
23*55362376*MAGEH1	23	55362352	55362400
23*55362624.5*MAGEH1	23	55362595	55362654
23*55400980.5*chrX:055400951-055401010	23	55400951	55401010
23*55533688.5*FOXR2	23	55533664	55533713
23*55558501.5*chrX:055558472-055558531	23	55558472	55558531
23*55636791.5*RRAGB	23	55636762	55636821
23*55665304.5*RRAGB	23	55665275	55665334
23*55692352.5*chrX:055692323-055692382	23	55692323	55692382
23*55888523.5*THC2094067	23	55888494	55888553
23*56028451.5*THC2094067	23	56028422	56028481
23*56145611.5*KLF8	23	56145582	56145641
23*56160725.5*KLF8	23	56160696	56160755
23*56196158.5*AK054627	23	56196129	56196188
23*56398484.5*chrX:056398455-056398514	23	56398455	56398514
23*56475571.5*UBQLN2	23	56475542	56475601
23*56475987.5*UBQLN2	23	56475958	56476017
23*56612203.5*chrX:056612174-056612233	23	56612174	56612233
23*56875534.5*chrX:056875505-056875564	23	56875505	56875564
23*56899554.5*SPIN3	23	56899525	56899584
23*56983165.5*chrX:056983136-056983195	23	56983136	56983195
23*57044745.5*SPIN2	23	57044716	57044775
23*57142650.5*chrX:057142621-057142680	23	57142621	57142680
23*57241255.5*FLJ31204	23	57241226	57241285
23*57290446.5*FLJ31204	23	57290418	57290475
23*57358030.5*FLJ31204	23	57358001	57358060
23*57410840.5*chrX:057410811-057410870	23	57410811	57410870
23*57506813.5*ZXDB	23	57506784	57506843
23*57511165.5*chrX:057511136-057511195	23	57511136	57511195
23*57634665.5*chrX:057634636-057634695	23	57634636	57634695
23*57814752.5*chrX:057814723-057814782	23	57814723	57814782
23*57815265.5*CN357235	23	57815236	57815295
23*57934756.5*chrX:057934727-057934786	23	57934727	57934786
23*61714738*chrX:061714710-061714766	23	61714710	61714766
23*61846587.5*chrX:061846558-061846617	23	61846558	61846617
23*61945232.5*chrX:061945203-061945262	23	61945203	61945262
23*62048050.5*chrX:062048021-062048080	23	62048021	62048080
23*62188270.5*chrX:062188242-062188299	23	62188242	62188299
23*62349062.5*chrX:062349033-062349092	23	62349033	62349092
23*62507734.5*LOC92249	23	62507705	62507764
23*62641734.5*ARHGEF9	23	62641705	62641764
23*62658543*ARHGEF9	23	62658516	62658570
23*62705237.5*ARHGEF9	23	62705208	62705267
23*62740113.5*ARHGEF9	23	62740084	62740143
23*62778886.5*ARHGEF9	23	62778857	62778916
23*62924673.5*chrX:062924644-062924703	23	62924644	62924703
23*63191956.5*FLJ39827	23	63191927	63191986
23*63199508.5*FLJ39827	23	63199479	63199538
23*63227465.5*ASB12	23	63227439	63227492
23*63232344.5*ASB12	23	63232315	63232374
23*63293069.5*MTMR8	23	63293040	63293099
23*63339023.5*MTMR8	23	63338994	63339053
23*63391305.5*MTMR8	23	63391276	63391335
23*63460412.5*chrX:063460383-063460442	23	63460383	63460442
23*63614544.5*chrX:063614515-063614574	23	63614515	63614574
23*63868706.5*chrX:063868677-063868736	23	63868677	63868736
23*63923142.5*KIAA1166	23	63923113	63923172
23*63937153.5*KIAA1166	23	63937124	63937183
23*63979251.5*KIAA1166	23	63979222	63979281
23*64017264.5*KIAA1166	23	64017235	64017294
23*64109095.5*LOC441496	23	64109066	64109125
23*64502141.5*ENST00000338957	23	64502112	64502171
23*64515505.5*THC2057268	23	64515476	64515535
23*64535522.5*FLJ12525	23	64535495	64535550
23*64556009.5*chrX:064555980-064556039	23	64555980	64556039
23*64595574.5*THC2098094	23	64595545	64595604
23*64672525.5*MSN	23	64672496	64672555
23*64720834.5*MSN	23	64720805	64720864
23*64736066*MSN	23	64736039	64736093
23*64852411.5*LOC347421	23	64852382	64852441
23*65037795.5*VSIG4	23	65037766	65037825
23*65040775.5*VSIG4	23	65040746	65040805
23*65055824.5*chrX:065055795-065055854	23	65055795	65055854
23*65218257.5*HEPH	23	65218228	65218287
23*65268531.5*HEPH	23	65268502	65268561
23*65388115.5*chrX:065388086-065388145	23	65388086	65388145
23*65598540.5*EDA2R	23	65598511	65598570
23*65602960.5*EDA2R	23	65602931	65602990
23*65613315.5*EDA2R	23	65613286	65613345
23*65678006.5*chrX:065677977-065678036	23	65677977	65678036
23*65888554.5*chrX:065888525-065888584	23	65888525	65888584
23*66098518.5*chrX:066098489-066098548	23	66098489	66098548
23*66213079.5*chrX:066213050-066213109	23	66213050	66213109
23*66439821.5*chrX:066439792-066439851	23	66439792	66439851
23*66550363.5*AR	23	66550334	66550393
23*66623933.5*AR	23	66623904	66623963
23*66725738.5*AR	23	66725709	66725768
23*66726850.5*AR	23	66726821	66726880
23*66881716.5*chrX:066881687-066881746	23	66881687	66881746
23*67003860.5*chrX:067003831-067003890	23	67003831	67003890
23*67048142.5*OPHN1	23	67048113	67048172
23*67116089.5*OPHN1	23	67116060	67116119
23*67197342.5*OPHN1	23	67197313	67197372
23*67301881.5*OPHN1	23	67301852	67301911
23*67428178.5*OPHN1	23	67428149	67428208
23*67521973.5*MGC21416	23	67521944	67522003
23*67523723.5*MGC21416	23	67523694	67523753
23*67679288.5*STARD8	23	67679259	67679318
23*67766131.5*chrX:067766102-067766161	23	67766102	67766161
23*67838598.5*EFNB1	23	67838569	67838628
23*67840714.5*EFNB1	23	67840685	67840744
23*67844890.5*EFNB1	23	67844861	67844920
23*67873853.5*chrX:067873824-067873883	23	67873824	67873883
23*68164051.5*PJA1	23	68164022	68164081
23*68165274.5*PJA1	23	68165245	68165304
23*68207194*chrX:068207168-068207220	23	68207168	68207220
23*68325098.5*chrX:068325069-068325128	23	68325069	68325128
23*68499628.5*chrX:068499599-068499658	23	68499599	68499658
23*68519773.5*TMEM28	23	68519744	68519803
23*68634704.5*EDA	23	68634675	68634734
23*68766156.5*EDA	23	68766127	68766186
23*68903739.5*EDA	23	68903710	68903769
23*68959910.5*EDA	23	68959881	68959940
23*69041582.5*EDA	23	69041553	69041612
23*69066500.5*HSHIN6	23	69066475	69066526
23*69143583.5*IGBP1	23	69143554	69143613
23*69186496.5*FLJ25989	23	69186467	69186526
23*69261313.5*P2RY4	23	69261290	69261337
23*69274530.5*ARR3	23	69274501	69274560
23*69292541.5*PDZK11	23	69292516	69292567
23*69342303.5*KIF4A	23	69342274	69342333
23*69356837.5*KIF4A	23	69356808	69356867
23*69408701.5*KIF4A	23	69408672	69408731
23*69430297.5*GDPD2	23	69430275	69430320
23*69505340.5*DLG3	23	69505311	69505370
23*69608381.5*TEX11	23	69608352	69608411
23*69685547.5*TEX11	23	69685518	69685577
23*69727082.5*TEX11	23	69727053	69727112
23*69809652.5*TEX11	23	69809623	69809682
23*69856159.5*TEX11	23	69856130	69856189
23*69928528.5*SLC7A3	23	69928499	69928558
23*69930250.5*SLC7A3	23	69930221	69930280
23*70039913.5*SNX12	23	70039884	70039943
23*70065060.5*SNX12	23	70065031	70065090
23*70100980.5*MLLT7	23	70100951	70101010
23*70102531.5*MLLT7	23	70102502	70102561
23*70104539.5*MLLT7	23	70104510	70104569
23*70110290.5*chrX:070110261-070110320	23	70110261	70110320
23*70111550*IL2RG	23	70111522	70111578
23*70139152.5*MED12	23	70139125	70139180
23*70173912.5*NLGN3	23	70173883	70173942
23*70227773.5*GJB1	23	70227745	70227802
23*70247757.5*ZNF261	23	70247728	70247787
23*70255666*ZNF261	23	70255642	70255690
23*70294920.5*NONO	23	70294891	70294950
23*70304034.5*chrX:070304005-070304064	23	70304005	70304064
23*70304677*ITGB1BP2	23	70304650	70304704
23*70410536.5*TAF1	23	70410507	70410566
23*70494926.5*TAF1	23	70494899	70494954
23*70561956.5*OGT	23	70561927	70561986
23*70615884.5*ACRC	23	70615855	70615914
23*70620392*CXCR3	23	70620364	70620420
23*70939536.5*chrX:070939507-070939566	23	70939507	70939566
23*71052868.5*chrX:071052839-071052898	23	71052839	71052898
23*71130065.5*RGAG4	23	71130036	71130095
23*71187587.5*PIN4	23	71187558	71187617
23*71190749.5*PIN4	23	71190720	71190779
23*71209819.5*FLJ20105	23	71209790	71209849
23*71276601.5*RPS4X	23	71276572	71276631
23*71277821.5*RPS4X	23	71277792	71277851
23*71306729.5*CITED1	23	71306700	71306759
23*71398033.5*HDAC8	23	71398004	71398063
23*71436415.5*HDAC8	23	71436386	71436445
23*71491834.5*HDAC8	23	71491805	71491864
23*71575922.5*chrX:071575893-071575952	23	71575893	71575952
23*71621715.5*PHKA1	23	71621686	71621745
23*71698741.5*PHKA1	23	71698712	71698771
23*71781577.5*CXorf50	23	71781548	71781607
23*71863112.5*chrX:071863083-071863142	23	71863083	71863142
23*72008335.5*LOC340529	23	72008306	72008365
23*72008425.5*LOC340529	23	72008396	72008455
23*72106525.5*chrX:072106496-072106555	23	72106496	72106555
23*72216248.5*NAP1L2	23	72216219	72216278
23*72217293.5*NAP1L2	23	72217270	72217317
23*72416724.5*chrX:072416695-072416754	23	72416695	72416754
23*72453162.5*CDX4	23	72453133	72453192
23*72567387.5*AL832095	23	72567358	72567417
23*72685628.5*AL832095	23	72685599	72685658
23*72843847.5*XIST	23	72843818	72843877
23*72943844.5*chrX:072943815-072943874	23	72943815	72943874
23*73256510.5*THC2085074	23	73256481	73256540
23*73307702.5*ZCCHC13	23	73307673	73307732
23*73386375.5*chrX:073386346-073386405	23	73386346	73386405
23*73424877.5*SLC16A2	23	73424854	73424901
23*73461794.5*SLC16A2	23	73461765	73461824
23*73536552.5*SLC16A2	23	73536523	73536582
23*73612819.5*RNF12	23	73612790	73612849
23*73733917.5*chrX:073733888-073733947	23	73733888	73733947
23*73773492.5*KIAA2022	23	73773463	73773522
23*73840578.5*KIAA2022	23	73840549	73840608
23*73914632.5*KIAA2022	23	73914603	73914662
23*74015617.5*chrX:074015588-074015647	23	74015588	74015647
23*74071989.5*ABCB7	23	74071960	74072019
23*74143731.5*ABCB7	23	74143702	74143761
23*74277061*MGC23937	23	74277035	74277087
23*74306268.5*MGC23937	23	74306239	74306298
23*74362978.5*chrX:074362949-074363008	23	74362949	74363008
23*74432802.5*ZDHHC15	23	74432774	74432831
23*74481802*ZDHHC15	23	74481773	74481831
23*74508681*ZDHHC15	23	74508652	74508710
23*74657721.5*chrX:074657692-074657751	23	74657692	74657751
23*74786958*MAGEE2	23	74786930	74786986
