#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"64"	-0.7291	0.7768	-1.019	0.3409	-0.941722	0.3173	-0.8679	-0.6999	-0.428991	-0.010077	-1.16967	0.116245	0.4882575	0.7616	-0.59886	-0.37296	0.115448	0.27472	0.69734	-0.18252	0.01911	0.3342	0.08571	-0.6037	0.8478	0.9076	0.1492	0.8787	0.02358	-0.370001	-0.758385	-2.134	0.1373	1.281	0.7361	-1.194	-0.447	-0.0326	1.102	-0.1882	0.4719	0.08025	-0.1314	-0.6133	-1.325	-0.7632	-1.458	0.7077	0.6478	0.3374	0.5243	-0.8633	-1.29	-0.004399	0.78377	0.3093	0.535467	0.228241	0.5397	0.2585252	0.9164	0.1598	-0.74675	0.007528	-1.18235	0.3026	-0.212323	-0.2416	0.5322	0.1343	-0.2022	-0.2766	0.7103	-0.2899	-1.89	0.2715	-1.817	0.8551	-0.3618	1.574	-0.3017	1.863	0.06614	0.054	0.6887	0.4627	-2.152	0.3299	0.5227	-1.161	-1.384	-0.08019	1.086	-0.9886	0.08269	0.4871	0.395	-0.2765	0.7314	-0.3383	-0.7284	0.1202	0.8277	-0.4154	1.166	0.2455	-0.2955	0.03081	-3.214	0.7893	-0.374	-0.4798	0.5722	0.06016	1.503	1.107
"65"	-0.01754	1.524	1.389	0.4565	-0.9054	0.1669	0.1817	-0.3293	-0.05337	-0.2401	-1.823	0.7606	1.082	0.2492	-1.225	-0.2136	-0.7101	-0.82079	-0.9806	-0.06743	-0.7438	-0.1187	-1.233	-0.9613	-1.124	-0.708	0.5596	0.0971	0.633	-0.8083	0.5092	-0.349	0.1227	1.087	-0.06851	-3.817	-1.443	1.409	1.993	0.9962	0.03828	-0.1303	0.441	0.4801	0.3859	-0.05284	0.2561	-0.04085	-0.2728	-2.229	-0.9463	-1.893	1.498	-0.8179	-1.745	0.7127	1.057	-0.3624	0.2441	1.717	0.8998	1.108	-0.3064	0.8119	-0.4244	1.219	0.2237	-1.142	0.2743	-1.099	1.139	0.4084	0.05634	1.023	1.043	0.2946	-1.951	1.506	-0.7097	0.1859	0.3554	0.7005	1.279	0.7681	1.142	1.767	-1.502	-1.141	1.03	0.9176	-1.889	-0.4291	-0.1147	-0.3955	0.5978	1.039	-1.063	-0.2974	-0.04652	-2.738	-0.1363	-0.2117	1.277	-0.4634	0.7337	0.6816	0.2175	0.1689	-0.5473	-0.06064	0.4911	-0.3197	-1.051	0.9772	-0.05551	-2.71
"66"	0.07851	-1.346	-2.499	1.304	0.9077	2.698	1.294	0.1108	-1.717	-0.466	-2.877	0.4636	-0.7704	-0.05979	1.695	-0.4306	-0.409	-0.6392	1.578	2.163	-0.4877	0.9964	-1.216	-1.012	-1.541	-1.82	1.374	1.581	-1.566	-0.1711	-0.3367	1.861	-1.943	-2.075	-1.583	-2.359	-1.023	-0.308	2.63	1.365	0.09744	0.5168	0.3622	-0.7098	0.212	-0.8387	1.488	-0.4167	1.185	1.409	0.2458	-0.5547	-1.209	-0.4558	-2.038	2.709	-0.2668	1.116	0.1932	0.6475	-0.4791	0.4754	1.023	-0.06891	-0.8773	2.936	0.2238	-0.9026	1.96	0.5603	-0.1912	-2.28	-2.111	0.2311	-0.3201	0.8685	-1.558	2.27	-2.673	-0.1212	-1.237	-1.495	2.517	2.19	2.037	-0.5393	-1.331	-0.9831	2.697	-1.542	0.8874	-2.088	0.4542	-1.024	0.8447	-0.08089	-0.596	-0.06451	0.0754	-1.592	-0.4254	0.6942	-1.375	0.3526	1.887	1.889	1.888	1.201	-1.524	-0.06773	0.877	-0.1178	0.3642	0.5162	-0.3126	-0.7088
"67"	0.5814	-1.201	-3.665	1.553	0.8675	3.139	1.506	0.3826	-2.096	-0.005194	-6.12	0.5155	-1.546	0.2031	2.001	-0.2547	-0.08416	-0.4204	2.138	2.42	-0.0899	1.319	-1.122	-1.023	-1.021	-1.044	1.98	1.771	-3.191	-0.02315	-0.06267	1.771	-2.959	-2.703	-1.515	-1.892	-0.8705	-0.4751	3.014	1.43	-0.4046	0.4148	0.1471	-0.6958	0.63	-0.5177	2.029	0.089585	0.6213	0.0399	0.4928	-0.9477	-1.304	0.3022	-2.545	2.863	-0.4198	1.658	-0.2128	0.5184	-1.006	0.2664	1.663	0.5451	-1.051	3.359	0.3668	-0.4971	2.051	1.127	-0.3048	-2.126	-2.241	0.7095	0.01236	0.9579	-1.518	2.6	-2.484	0.3862	-1.043	-1.41	3.218	3.116	2.962	-0.6009	-1.597	-2.149	2.828	-1.728	-0.8171	-2.501	0.8527	-1.522	1.192	0.2935	-0.9056	-0.3561	0.3148	-1.645	-1.447	0.2396	-2.21	0.607	0.9911	2.037	2.53	1.567	-1.407	0.2957	1.406	0.004647	0.0296	-0.2654	-0.7942	-0.7584
"68"	-0.6281	0.3709	-1.253	0.79	0.7191	2.511	0.06315	-0.3038	0.9561	-1.694	-0.09784	-0.09157	0.17676	-0.010196	-0.2367	-0.09018	-0.264875	0.09054	0.24733	0.04241	0.85359	-0.4258418	-0.7522	0.4523	-0.6872	-1.027	-1.134	-0.9143	-2.767	-0.09371	-1.154	-0.96663	-1.924	-2.632	-1.746	-2.465	-1.81	2.978	1.584	-0.1692	-0.1771	0.5212	-0.09241	-0.4863	0.6235	1.524	-0.1563	2.403	0.08879	0.1703	0.8473	1.267	1.303	-0.06435	-0.278273	0.03229	-0.65271	-0.284317	-0.4084	1.99	-0.78301	1.245	0.270734	2.632	-0.04603	0.7046	-0.4558	-0.8421	2.801	-0.9993	2.971	-0.6362	-0.5773	1.676	-1.522	-1.31	-1.487	0.1676	-0.8973	-1.25	-0.02725	-0.1632	-0.1764	-0.6026	2.13	2.928	-0.7942	-0.5877	0.104676	-0.5031	1.031	-1.046	1.219	0.3948	-0.2469	1.97	-1.513	1.87	-0.4222	-1.143	-0.3109	-0.7924	-1.132	-0.716	0.3761	2.199	-1.32	1.416	-1.001	0.1917	0.2425	-1.515	-0.0494	-0.90323221	0.05281	0.059429
"69"	3.234	0.2674	-0.002673	0.433132	-1.06762	-0.6881	-0.427492	1.303	-0.699549	-2.13	-1.338	0.420211	0.912961	0.53672	-0.2431	-0.8566	0.4809	1.41637	0.660676	-0.3333	-0.455132	0.605	-1.549	-0.6218	-0.8383	-0.923366	-0.6159	1.513	-1.036	-1.417	0.4097	-0.5025	-0.9508	1.219	-0.925	-2.354	-0.05614	0.218117	1.32	1.154	0.9898	0.2152	-0.8645	-0.3564	0.5244	0.1137	-1.156	-1.45	2.569	-0.5818	-0.08481	0.3756	0.3595	-1.23	0.2776	2.025	2.301	0.456215	0.1616	-1.331	-0.3147	-0.9553	0.1301	1.162	-0.4819	1.937	-0.6319	-2.678	1.769	-1.791	1.628	-3.009	3.153	1.48	-0.4516	2.158	-1.641	-1.687	-3.295	1.536	-2.162	-2.085	-1.494	2.354	2.301	1.558	-1.116	-1.246	2.807	-1.149	-0.6161	-2.455	1.118	1.845	1.673	0.8096	-0.01152	-0.09204	0.7029	-2.293	-1.42	0.6487	2.589	-0.98	0.3271	1.851	-1.272	0.5833	-2.378	-0.6773	0.8095	1.321	0.5126	-3.318	4.152	-0.3674
"70"	-0.7286	0.7034	-0.6088	0.2825	0.01661	-0.5051	0.1877	0.7417	-2.177	-1.974	0.3627	0.7846	0.09678	1.18	0.9419	0.2323	0.9219	-0.64774	0.278556	0.32984	0.16001	-0.09069	0.3953	0.7609	0.4993	-0.1819	1.17	0.6172	0.7091	0.8228	0.4713	-0.8858	-0.3691	-1.095	0.3086	-1.115	-1.251	-0.9701	0.8103	0.6833	0.1184	-0.05422	0.4951	0.3742	0.43	-0.7597	-0.3847	-0.4947	-0.4487	-0.06312	-0.1382	0.6443	0.7831	1.18	-3.857	1.825	0.3432	-1.06602	-0.1098	-0.4536	0.3519	-0.4577	-0.5793	-0.1139	-0.3363	0.7201	0.416758	-0.6206	-0.2838	0.4742	0.3787	-0.2837	-0.4708	0.3771	-0.1241	0.7195	-0.02446	-0.8879	-1.163	-0.2582	0.4133	0.1644	0.3421	0.409	0.2456	0.2016	-0.2757	0.07182	0.3677	-0.5225	0.3174	-0.1312	-0.74501	-0.05566	0.7147	-0.4059	0.852	0.2345	0.2054	-0.4133	0.2306	-0.09585	-0.5014	-0.3355	0.7236	0.09849	0.04343	0.06977	-0.1134	0.4492	0.136	0.7342	-0.2239	-0.8479	-0.1836	-0.7519
"71"	1.121	0.7036	-1.135	0.1367	0.2068	-0.1739	-0.13129	-0.2551	-0.3812	-0.233857	0.4909	-0.309549	-0.0648325	0.421396	-0.654	-0.6565	-0.127631	0.79457	0.49029	-0.1483	-0.12371	0.182762	0.03648	-0.0545	0.5899	-1.242	0.6774	-0.1291	0.056925	-0.8005	0.09596	-0.1292	0.5965	0.2056	-0.03973	-0.231	0.03614	-0.8684	0.629	0.74	-0.8219	-0.7236	-0.01522	0.5349	-0.5643	-0.06007	0.1329	0.2619	0.09298	0.2545	-0.3835	0.2399	0.40468	-0.8082	0.194589	0.9705	0.4828	0.38911	1.533	-0.1849	-0.9255	-0.118	-0.2947	0.04271	-0.5736	-0.2922	0.5704	0.7171	0.7439	-2.25	-0.2005	1.037	0.9379	0.5628	0.9196	1.558	-0.6408	-1.619	0.7889	-0.9925	-0.754	-0.2029	0.3878	0.04567	0.3843	0.7874	0.434	-0.1915	0.4674	-0.1388	1.086	-0.2055	-0.6191	-2.347	0.9764	0.2548	-0.1403	-0.8698	-0.5079	0.1194	0.3803	-0.4751	-0.3017	0.1212	-0.2797	-0.3108	0.5681	-0.4785	-0.1217	-2.54	0.4007	0.1509	0.3908	0.03283	1.407	0.5268
"72"	-0.8818	2.309	0.2699	-1.193	-0.09765	0.3476	-0.4396	-1.318	-0.2416	0.02663	0.8904	-0.2017	-0.6239725	0.606866	-0.4164	-0.01991	-0.6233	0.791477	0.5131	-0.9047	-0.34575	-0.038827	-0.14	-0.4271	0.6823	0.2411	0.6998	0.05126	0.9331	-0.9081	-0.4177	0.2352	1.23	0.271	0.5356	0.09742	0.06352	-0.71347	0.1024	0.5254	-0.3296	-0.2802	0.1792	1.482	0.573	-0.02268	-0.2007	0.2653	-0.3466	-0.5211	-0.8202	-0.3667	0.7302	0.5942	0.024129	-0.5521	-1.058	0.288279	-0.4098	0.05246	-1.218	-0.5746	-0.7073	-0.006912	-0.5503	-0.06186	0.2348	0.5906	-0.1226	-0.4685	-0.241	0.2445	-0.1896	-0.3927	-0.1709	0.7937	-0.5292	-0.2067	0.5304	-0.432	-0.0695	0.7756	0.4163	0.3922	0.2008	-0.4711	0.7885	-0.186	0.08188	0.5807	-0.05839	-0.545	0.3474	-0.9124	0.3459	-0.2917	-0.1848	-0.9843	-0.1274	-0.3661	-0.8132	-0.7476	0.3779	-0.2252	0.2948	0.1667	0.6106	0.287	-0.3662	-0.9835	-0.01978	-0.2356	1.222	0.09234	0.8806	0.3204
"73"	-0.9335	0.6825	-0.7887	0.39643	-0.6913	0.703	-0.4562	-0.44941	-0.608421	0.751	-0.2812	-0.024789	-0.3493125	0.78204	-1.893	-0.59801	-0.339	0.33583	0.4605	0.04217	0.4873	0.417363	1.673	-0.759622	1.323	-1.05915	1.475	0.2968	1.147	-0.95477	0.0569	1.277	2.447	2.085	2.659	1.586	0.03008	-0.4125	-1.21	-0.6041	-1.906	-0.7306	-0.6503	1.085	-0.3964	-0.9471	0.5599	-1.835	0.2399	-0.4655	-3.516	-0.4951	1.567	-0.6372	-0.19211	1.054	-0.1692	-0.3373	-1.704	0.803	-1.139	0.38278	-1.087	0.8156	-1.333	0.5267	-1.797	-1.802	0.0132	-0.2007	0.9698	0.5894	0.9793	0.9391	0.2699	1.257	-0.005424	-0.5579	1.491	-1.181	0.9323	0.5804	0.7211	1.518	0.5547	0.08168	1.343	0.4709	0.7807	0.4215	-0.6486	-0.2862	-1.221	-2.059	0.3327	0.1721	-1.055	-2.009	-1.892	-0.2163	0.9386	-0.8898	0.8277	-1.427	-0.7444	0.6975	-1.589	0.7428	-0.5633	-0.8297	0.246	-1.685	0.9032	1.324	0.5654	0.1962
"74"	-2.112	0.5585	0.35128	-0.9484	-0.249726	0.131	0.7718	-0.7782	-0.552171	1.906	-0.14519	0.9577	-0.7214	0.673176	1.808	-2.955	0.44741	-0.539565	-1.147	-1.19	-0.5297	-3.467	2.329	-0.7335	1.508	-1.882	1.216	1.099	2.471	-0.6776	0.8379	0.04675	2.807	1.972	1.257	0.931	-0.01789	1.574	-1.527	-1.428	-1.783	-0.8376	-0.4943	0.2268	-0.4204	-0.69667	1.334	-0.5161	-1.021	0.2675	-3.021	-2.676	-0.2432	0.9438	2.843	1.247	0.1618	-0.6657	-1.399	0.649	1.435	-1.192	-1.618	-0.1503	-2.367	0.4137	-0.5236	-0.5857	-0.5799	0.2162	0.5527	1.473	1.539	0.244	-1.021	0.8304	-1.186	-0.465	0.9241	-0.1393	0.5472	0.8153	1.083	0.9629	1.091	0.4996	0.4752	-0.01027	1.571	-2.275	-0.8937	0.9767	0.9061	-3.414	1.151	-2.189	-0.3191	-1.653	-0.3757	-0.6354	0.1245	-0.4589	1.038	-0.09456	-1.122	0.4514	0.9503	0.4177	0.6945	-0.7098	-1.38	-1.04	0.06605	-0.04096	1.125	-0.137
"75"	-0.491	1.541	-2.224	-0.3519	0.1231	0.4514	0.6692	-1.476	-0.8329	-0.45532	0.7982	-0.1549	-0.0469225	0.624819	1.219	-2.57	0.6295	0.259652	0.078099	0.006153	-0.248	0.2789	1.02	-3.107	1.401	-0.8758	0.5948	0.4593	0.319694	-0.7211	0.5074	0.9542	-1.751	1.855	1.065	0.3725	-2.123	-1.777	-0.8626	1.181	-1.025	0.2229	0.2832	1.09	0.5671	0.2184	-0.2427	0.9303	0.2994	-0.684	-0.3911	-0.372581	1.7	-0.3380014	1.026	1.571	-0.5378	-0.05121	-0.4167	0.8035	-0.566	0.4424	-1.099	-2.491	-0.9562	1.263	0.8699	-0.4717	0.5861	0.27641	1.619	-0.2257	0.4012	0.796	0.8428	1.916	-0.2765	-0.697	1.084	-1.155	-1.31	1.078	1.204	0.5219	1.22	1.186	0.8662	-1.817	0.2126	-0.2696	-1.54	-0.3023	0.9681	-2.692	-0.07241	0.193	0.167137	-0.57968	-0.5687	-0.6544	0.4795	0.1601	0.676799	0.5955	-0.8725	-0.2116	0.3784	0.8007	0.07156	-0.3338	-1.68	-3.621	0.12172	0.38699	1.59	-0.024636
"76"	-0.7359	1.251	-2.572	0.030819	-0.1527	0.1306	0.3303	0.1135283	-0.321885	-0.300687	0.01335	-0.260733	-0.05607	0.081426	0.237779	-1.198	0.7996	0.36992	0.594751	0.43743	0.08028	0.406199	-0.02205	-1.66	-0.57134	0.5742	1.42	0.1413	-0.3178	-0.382749	0.2804	1.303	-0.7051	1.022	1.006	0.1855	-0.075644	0.353	-0.9486	-0.3436	-2.17	-1.029	-0.05079	0.6933	-0.01692	0.3634	-0.1617	0.3164	-0.2236	-0.572	-1.026	-0.4767	0.203496	0.5673	-0.191936	0.4379	-0.3897	0.10719	0.9513	0.5895	0.0357141	-0.2326	0.0718643	0.2991	-0.04424	-0.3648	0.2299	-0.1447	0.03611	-0.07	-1.062	-0.2257	0.3662	-0.712	0.3728	-0.0786	-0.2795	-0.01496	0.2822	-0.0143	0.7642	-0.1397	-0.3549	-0.7181	0.1466	-0.3994	0.1022	0.4678	0.2246	-0.6086	0.5143	0.1377	0.3951	-0.042519	0.1186	0.927	-0.2171	-1.028	-1.767	-1.622	0.1455	1.418	0.2246	0.07648	0.5085	0.1224	0.6474	-0.3643	-0.03244	-1.211	-0.1181	0.3891	0.2381	0.76827	0.7013	1.785
"77"	0.5844	1.247	-0.1019	0.02544	-0.2424	-0.3872	-0.2274	-0.0334817	-1.58	-0.11579	0.35444	-0.342314	-0.0140325	0.201182	-0.2612	-0.8647	0.004837	0.449885	0.315916	-0.220527	0.13331	0.442339	-1.59	0.3856	-0.154	-0.5922	-0.1746	-0.05606	2.398	-0.2395	-0.514	0.9019	0.8906	-0.04035	-0.4487	-0.0569	-0.1738	-0.324802	0.8251	0.5	-0.1769	-0.8555	-0.5052	-0.03107	0.01072	-0.152	0.594	0.126	0.318	-0.8344	-1.444	-0.466	0.1319	0.9529	0.7799	0.07755	0.4969	0.08768	0.2069	0.4001	-2.269	0.4541	0.1304	-0.007227	-0.5006	-0.2382	-0.6495	0.1285	-0.7578	1.136	-0.5922	-0.2856	0.6233	-0.2889	-0.485	0.9995	-0.3644	0.7802	-0.3227	0.8638	-0.3726	-0.3175	1.297	1.045	-0.2023	0.3847	-0.02763	-1.491	0.1177	0.8625	-0.008531	0.3418	0.4953	-2.16	0.7087	-0.6228	-0.414	0.7125	-0.1676	-0.4123	-0.7363	0.02023	-0.1473	-0.7884	0.2757	0.4486	0.4785	-0.08015	0.4357	-0.3987	-1.51	-0.5777	-0.1058	1.037	0.5184	-0.07479
"78"	-0.1313	1.049	0.2174	-0.7603	-0.6912	-0.1579	0.6459	-0.3981	0.9058	0.1331	-1.175	-0.06521	0.3567	0.71686	0.01007	0.4256	-0.2729	0.6219	-1.147	-0.4562	-0.9926	-0.32529	0.8515	1.217	0.03081	0.5536	0.5912	-0.6333	0.3946	-0.2077	0.2888	-0.6243	1.196	1.007	-0.6349	-0.0351	-0.382	-0.2556	0.5399	0.3578	1.096	0.1273	-0.08035	0.1697	-0.04448	-1.29	-0.8412	-0.1612	-0.3762	0.3304	0.7063	-0.7272	-0.3743	-0.6513	2.934	0.5393	-0.5383	0.44637	-1.7	1.192	-1.747	0.8309	-0.3768	-1.941	-1.874	0.8696	0.5233	0.7748	-0.2694	0.8676	1.467	-2.012	-0.1694	0.7345	-0.4947	1.756	-0.54579	-0.5865	0.5366	0.9492	-0.09932	-1.299	-0.1775	-0.4246	-0.601	-1.518	0.2687	-1.607	-0.9189	-1.47	-0.8152	0.1512	1.431	0.6447	-0.52	-0.4125	0.5304	0.1029	0.3608	1.141	0.07698	-0.06945	0.563	1.095	0.086	-0.2581	1.079	0.5872	-1.93	-0.2824	0.6734	0.04258	2.137	-0.3125	0.79353	-1.807
"79"	-0.773	0.456	-0.09223	-0.6989	-1.546	-0.5405	0.7272	0.05327	1.652	0.9855	-0.7547	-0.7919	0.3930375	0.250346	-0.04658	0.5819	-0.6515	0.24706	0.462246	-1.477	0.5757	0.6049	0.6109	1.199	0.2734	0.5371	-0.05022	-0.2507	0.2351	-0.8081	-0.1306	-1.174	-0.2071	0.347	0.03167	0.2804	0.1325	0.02498	-0.00661	-0.4936	0.5185	0.2348	-0.03881	-0.3097	-0.07394	-0.2327	-0.6437	0.1193	-0.1826	0.2409	0.2239	-0.04568	0.1882	-0.7267	2.551	0.4219	-0.2658	-0.1452	-1.066	1.418	-1.155	0.8514	0.1208	-1.221	-1.911	1.098	0.08983	0.5343	0.005032	1.588	1.638	0.3292	0.5921	1.624	0.3478	1.525	0.9944	-0.951	1.851	0.9936	-0.8549	-0.07876	-0.458	-0.4052	0.1065998	-3.057	0.6392	-3.275	-0.4095	0.008334	-1.685	0.2676	0.3161	0.3052	-0.02148	-0.04805	0.1568	-0.05367	0.4512	0.9815	-0.9666	-1.075	0.1475	0.6274	-1.278	-0.5436	1.398	0.1736	-1.067	0.3601	1.342	-1.135	1.65	-2.056	0.80172	-1.429
"80"	1.135	0.9591	-0.7421	2.001	-0.385969	-0.707	-1.381	0.7374	-0.824742	-0.372956	-0.85032	0.69127	0.29282	0.54435	-0.327002	-0.494	-0.0303993	-0.02989	0.67748	0.272151	0.41139	0.226813	0.421936	-0.932096	0.4347	0.4104	1.881	1.898	1.404	0.2052	-0.9863	-1.567	1.142	1.701	1.493	1.49	-0.8611	1.536	-2.246	-1.009	2.039	-0.01785	0.9195	0.164668	-1.099	-1.423	-0.5354	0.4626	-1.55	-1.147	-0.5398	-0.0003742	0.1195	0.3536	-0.65779	0.12617	1.682	0.6601	-1.412	-0.5012	0.5573	0.0637	-1.735	-0.09258	-2.687	-0.6925	-0.3489	-0.2685	-0.4798	-1.773	0.4218	0.9484	-0.009698	-0.4589	-0.126	0.1135	1.261	0.8152	0.8433	0.9148	2.655	1.997	-0.06381	1.507	1.024	2.451	-2.071	0.2799	0.7157	-0.2785	0.9195	-0.5541	-0.7057	-0.6666	0.6807	0.8132	0.7921	0.3835	0.2144	-0.2982	-0.8553	0.6512	-0.7723	-1.397	1.009	1.422	-0.2835	-0.5771	-1.624	0.1953	-0.7679	-0.03674	-1.808	-0.55523	-2.743	-4.41
"81"	1.171	-0.2427	-0.5389	-0.4665	-1.08068	0.5868	-0.432708	0.1151	-0.197742	1.472	-1.07228	-0.008819	-0.0718625	0.281523	-0.66979	-2.282	-0.12155	0.22059	0.515446	-0.679768	-0.03089	0.6919702	0.1272	0.01613	0.7516	-1.08959	1.291	-0.1455	-0.33727	-1.129	-0.738	-0.8843	-1.726	1.478	0.9779	1.399	-0.344259	1.366	-0.1054	-1.426	-0.4463	-0.9129	-0.2146	0.9235	-0.3667	-1.112	-0.6305	-0.6954	-0.8484	-0.8698	-0.04991	-0.4345	-0.1336	-0.229947	0.389839	1.426	3.129	0.076823	-0.2775	-0.3363	-0.66533	1.18	-0.945	0.3203	-1.017	-0.05761	-0.3779	1.539	0.2143	0.5054	1.42	-0.168962	0.9483	1.188	2.13	-2.123	0.0006537	1.243	0.5543	0.7359	-0.1976	-0.7335	0.4402	0.5741	0.7397	0.1878	-1.416	-0.8981	-0.2342	-1.034	1.091	-0.2671	0.8733	0.1605	-0.3682	1.22	-0.6099	-0.8394	-0.3015	0.7198	-0.2083	-0.05273	0.1908	-1.131	-0.01629	0.5416	-1.014	0.2489	-1.141	-0.08376	-0.6479	0.1023	0.2822	-2.174	-1.929	-0.5128
"82"	0.6713	0.3542	-0.163	0.7964	-0.1756	0.2347	0.6315	0.10561	0.9094	-0.239541	-0.8055	0.13689	-0.24558	0.195798	-1.052	-1.005	-0.058687	0.34832	0.5659	-0.164748	0.63	0.9621	-1.557	-1.157	0.223	-0.2392	0.096401	0.1689	-0.236706	-0.58808	-0.443	-1.442	0.2225	1.386	0.7023	0.01707	0.8622	1.911	-1.142	-1.355	0.007099	-0.05253	0.2958	1.965	-1.782	-0.104	-0.543	0.788	-0.856	-1.514	-0.1875	-1.004	1.55	-0.342034	-0.200451	-0.2073967	0.43857	1.228	-2.049	1.63	-0.2074	1.343	-0.9376	1.142	0.2004	0.3748	-0.9995	0.1561	0.1098	-0.4831	1.596	-1.252	-1.165	1.014	1.65	1.514	-0.1158	1.052	-0.8761	0.8654	0.2849	-2.848	-0.2392	-0.2784	1.029	0.9203	-1.961	-1.549	0.071239	1.418	1.948	-0.03657	1.81	1.827	-2.13	1.449	-0.2464	-0.4369	0.446	0.7363	-0.01776	0.6638	-0.4357	-2.527	-0.05873	1.156	-2.793	-0.1476	-0.7327	2.507	0.5147	-0.1622	-0.7342	-0.2662	-1.647	-1.587
"83"	2.163	0.4059	-0.4293	1.285	-1.02902	1.784	-1.332	-0.9158	-1.816	2.295	-1.049489	-0.121596	-0.42842	0.193021	-3.121	-2.288	1.227	-0.07656	1.141	-1.266	1.254	0.0858	-1.892	-0.6855	-0.4551	-0.3763	-1.139	1.243	1.169	-0.06457	-0.5021	-0.4412	0.4505	1.458	-0.9408	-0.215	-0.7519	2.307	1.779	-1.03	0.07201	0.04738	-3.51	0.5228	-3.15	-1.333	0.09787	0.01188	-1.808	-1.131	-0.009583	-1.982	1.387	0.9548	-0.3032	2.185	1.785	-0.1267	0.5598	2.181	1.273	2.47	-0.8587	0.3937	-2.11	1.194	-0.6166	-0.2287	1.022	-0.1399	1.873	1.386	-0.6839	2.151	1.151	0.03735	-2.271	2.195	-0.0309	0.8606	0.2452	1.443	0.272	0.8359	1.354	2.302	-0.5668	0.6707	-0.5074	0.5174	-2.142	-1.059	1.596	-0.1158	1.36	0.478	0.08286	-0.1066	0.2413	-1.607	0.8375	-0.205	0.7905	-3.484	-2.498	0.8274	-2.55	0.2757	-1.877	0.3511	-0.5261	-0.05892	0.02703	0.268	-2.465	-2.328
"84"	1.133	1.944	-2.236	-1.025	0.2066	0.9759	-0.3183	-0.9693	-0.047128	-0.1044456	-0.75472	-0.17985	0.3722975	0.406753	-0.4111	-0.1666	0.09196	1.2167	0.58572	-0.123758	0.74245	-0.187271	-0.2767	-0.4939	0.3826	-0.3696	0.089	-0.2605	0.4294	-0.13917	-0.2294	-0.8266	-0.2149	0.4672	0.8379	0.1367	-0.3791432	0.3382	-0.5514	-0.5144	-0.9943	-0.8209	0.1714	-0.1795	0.2353	-0.08644	-0.9275	0.3266	-0.3314	-1.258	-0.03591	-0.191369	1.112	0.4965	-0.1285	2.03	0.8124	0.339	0.08346	-0.1633	-0.8999359	0.2306	-0.06003	-0.04667	-0.63	0.6044	-0.30402	0.7152	-0.07806	-0.49	0.6845	-0.1359	-0.016	0.06883	0.1257	1.414	-1.062	-0.6481	0.068883	0.6875	-0.372542	-0.03785	1.062	0.6087	0.2104	-0.03258	-1.049	0.2026	0.1664	-0.3538	-0.09283	-0.6005	1.292	-0.3799	-0.4196	-0.5001	-0.1313	-0.3048	-0.250344	1.184	0.1314	-0.2141	1.071	-0.6807	-0.03963	0.05726	-0.6678	0.06954	-0.6366	-0.01999	-0.2862	-0.289	0.4159	1.282	-1.805	-0.4791
"85"	1.311	0.3099	-0.3413	-0.502	-0.5466744	1.419	-0.4938	-0.5088	1.259	0.7534	0.9202	-0.160793	-0.0224525	0.195853	-1.386	1.721	-0.288823	0.92413	0.292295	-4.81	0.2411	0.083209	-1.272	-0.2911	-0.29431	-0.3183	0.3728	-0.14123	0.8001	-0.326433	-0.51471	1.085	0.4939	2.233	0.2927	1.317	1.556	0.05399	-2.285	-0.4516	-0.4215	-1.146	-0.07481	1.102	0.4101	0.04435	0.9773	0.9533	-0.2646	-0.9811	0.2349	-0.125505	0.5872	-0.3567	0.511404	-0.2236	0.420022	0.14776	-1.634	0.4485	-2.347	-0.6246	-0.1199957	0.03719	-0.3429	-1.183	-0.9022	0.5957	-0.6315	0.0976	0.7481	0.8677	-0.3404	-1.637	1.521	0.04381	-1.158	1.772	1.275	2.327	-0.67119	-0.692077	0.3635	-1.159	-0.751	-0.042	-1.019	-1.478	-0.302	-0.7942	-0.9223	-0.1259	1.355	-0.371197	-0.853	0.6274	-0.4867	-0.4042	0.2047	2.098	-1.7	0.3135	0.162	-1.077	-0.102	0.1898	-1.017	0.2831	-0.637	-0.9084	1.129	0.6265	1.907	0.1505	-1.113	0.78109
